reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
400018, collection contour sans  limite,extérieur,colorants azoïques,nylon,Distribution,95
400018, collection contour sans  limite,extérieur,colorants azoïques,nylon,Preparation de fil,5
400018, collection contour sans  limite,extérieur,colorants azoïques,élasthanne,Distribution,95
400018, collection contour sans  limite,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400019,chemise côtelée,extérieur,colorants au chrome,coton,Préparation de tissu,95
400019,chemise côtelée,extérieur,colorants au chrome,coton,Preparation de fil,5
400019,chemise côtelée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400019,chemise côtelée,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400019,chemise côtelée,extérieur,colorants azoïques,coton,Préparation de tissu,95
400019,chemise côtelée,extérieur,colorants azoïques,coton,Preparation de fil,5
400019,chemise côtelée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400019,chemise côtelée,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400020,chemise côtelée,extérieur,colorants au chrome,coton,Préparation de tissu,95
400020,chemise côtelée,extérieur,colorants au chrome,coton,Preparation de fil,5
400020,chemise côtelée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400020,chemise côtelée,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400020,chemise côtelée,extérieur,colorants azoïques,coton,Préparation de tissu,95
400020,chemise côtelée,extérieur,colorants azoïques,coton,Preparation de fil,5
400020,chemise côtelée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400020,chemise côtelée,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400021,chemise côtelée,extérieur,colorants au chrome,coton,Préparation de tissu,95
400021,chemise côtelée,extérieur,colorants au chrome,coton,Preparation de fil,5
400021,chemise côtelée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400021,chemise côtelée,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400021,chemise côtelée,extérieur,colorants azoïques,coton,Préparation de tissu,95
400021,chemise côtelée,extérieur,colorants azoïques,coton,Preparation de fil,5
400021,chemise côtelée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400021,chemise côtelée,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400022,chemise côtelée,extérieur,colorants au chrome,coton,Préparation de tissu,95
400022,chemise côtelée,extérieur,colorants au chrome,coton,Preparation de fil,5
400022,chemise côtelée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400022,chemise côtelée,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400022,chemise côtelée,extérieur,colorants azoïques,coton,Préparation de tissu,95
400022,chemise côtelée,extérieur,colorants azoïques,coton,Preparation de fil,5
400022,chemise côtelée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400022,chemise côtelée,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400023,chemise côtelée,extérieur,colorants au chrome,coton,Préparation de tissu,95
400023,chemise côtelée,extérieur,colorants au chrome,coton,Preparation de fil,5
400023,chemise côtelée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,95
400023,chemise côtelée,extérieur,colorants au chrome,élasthanne,Preparation de fil,5
400023,chemise côtelée,extérieur,colorants azoïques,coton,Préparation de tissu,95
400023,chemise côtelée,extérieur,colorants azoïques,coton,Preparation de fil,5
400023,chemise côtelée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,95
400023,chemise côtelée,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
400024,body côtelé,extérieur,colorants acides, viscose, Production de fibres,49
400024,body côtelé,extérieur,colorants acides, viscose,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides, viscose,Assemblée,23
400024,body côtelé,extérieur,colorants acides,polyester, Production de fibres,49
400024,body côtelé,extérieur,colorants acides,polyester,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides,polyester,Assemblée,23
400024,body côtelé,extérieur,colorants acides,polyamide, Production de fibres,49
400024,body côtelé,extérieur,colorants acides,polyamide,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides,polyamide,Assemblée,23
400024,body côtelé,extérieur,colorants dispersés, viscose, Production de fibres,49
400024,body côtelé,extérieur,colorants dispersés, viscose,Teinture et finition,28
400024,body côtelé,extérieur,colorants dispersés, viscose,Assemblée,23
400024,body côtelé,extérieur,colorants dispersés,polyester, Production de fibres,49
400024,body côtelé,extérieur,colorants dispersés,polyester,Teinture et finition,28
400024,body côtelé,extérieur,colorants dispersés,polyester,Assemblée,23
400024,body côtelé,extérieur,colorants dispersés,polyamide, Production de fibres,49
400024,body côtelé,extérieur,colorants dispersés,polyamide,Teinture et finition,28
400024,body côtelé,extérieur,colorants dispersés,polyamide,Assemblée,23
400024,body côtelé,extérieur,colorants acides, viscose, Production de fibres,49
400024,body côtelé,extérieur,colorants acides, viscose,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides, viscose,Assemblée,23
400024,body côtelé,extérieur,colorants acides,polyester, Production de fibres,49
400024,body côtelé,extérieur,colorants acides,polyester,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides,polyester,Assemblée,23
400024,body côtelé,extérieur,colorants acides,polyamide, Production de fibres,49
400024,body côtelé,extérieur,colorants acides,polyamide,Teinture et finition,28
400024,body côtelé,extérieur,colorants acides,polyamide,Assemblée,23
400025,body côtelé,extérieur,colorants acides, viscose, Production de fibres,97
400025,body côtelé,extérieur,colorants acides, viscose,Preparation de fil,3
400025,body côtelé,extérieur,colorants acides,élasthanne, Production de fibres,97
400025,body côtelé,extérieur,colorants acides,élasthanne,Preparation de fil,3
400025,body côtelé,extérieur,colorants azoïques, viscose, Production de fibres,97
400025,body côtelé,extérieur,colorants azoïques, viscose,Preparation de fil,3
400025,body côtelé,extérieur,colorants azoïques,élasthanne, Production de fibres,97
400025,body côtelé,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
400026,body épaulettes,extérieur,colorants au chrome,coton,Préparation de tissu,92
400026,body épaulettes,extérieur,colorants au chrome,coton,Preparation de fil,8
400026,body épaulettes,extérieur,colorants au chrome,élasthanne,Préparation de tissu,92
400026,body épaulettes,extérieur,colorants au chrome,élasthanne,Preparation de fil,8
400026,body épaulettes,extérieur,colorants azoïques,coton,Préparation de tissu,92
400026,body épaulettes,extérieur,colorants azoïques,coton,Preparation de fil,8
400026,body épaulettes,extérieur,colorants azoïques,élasthanne,Préparation de tissu,92
400026,body épaulettes,extérieur,colorants azoïques,élasthanne,Preparation de fil,8
400027,body dos-nu,extérieur,colorants au chrome,coton,Préparation de tissu,92
400027,body dos-nu,extérieur,colorants au chrome,coton,Preparation de fil,8
400027,body dos-nu,extérieur,colorants au chrome,élasthanne,Préparation de tissu,92
400027,body dos-nu,extérieur,colorants au chrome,élasthanne,Preparation de fil,8
400027,body dos-nu,extérieur,colorants azoïques,coton,Préparation de tissu,92
400027,body dos-nu,extérieur,colorants azoïques,coton,Preparation de fil,8
400027,body dos-nu,extérieur,colorants azoïques,élasthanne,Préparation de tissu,92
400027,body dos-nu,extérieur,colorants azoïques,élasthanne,Preparation de fil,8
400028,body décolleté en cœur,extérieur,colorants au chrome,coton,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants au chrome,coton,Elimination,39
400028,body décolleté en cœur,extérieur,colorants au chrome,coton,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants au chrome,coton,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants au chrome,modal,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants au chrome,modal,Elimination,39
400028,body décolleté en cœur,extérieur,colorants au chrome,modal,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants au chrome,modal,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants au chrome,polyester,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants au chrome,polyester,Elimination,39
400028,body décolleté en cœur,extérieur,colorants au chrome,polyester,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants au chrome,polyester,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants au chrome,élasthanne,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants au chrome,élasthanne,Elimination,39
400028,body décolleté en cœur,extérieur,colorants au chrome,élasthanne,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants au chrome,élasthanne,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,élasthanne,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,élasthanne,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,élasthanne,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,élasthanne,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,coton,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Elimination,39
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Teinture et finition,16
400028,body décolleté en cœur,extérieur,colorants dispersés,modal,Preparation de fil,3
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Préparation de tissu,42
400028,body décolleté en cœur,extérieur,colorants dispersés,polyester,Elimination,39
